date,business,acn,status,type,state,week,count
2019-03-10,National Distribution Centre Services Pty Ltd,168 808 320,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,10,1
2019-03-10,Property Assets Aust-NZ Pty Ltd ATF Property Assets Aust-NZ Unit Trust,128 845 714,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,10,1
2019-03-10,LA Assets AU Pty Ltd As Trustee for The Devina Brofman Family Trust,152 862 907,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,10,1
2019-01-10,Diamantina Property Holdings Pty Ltd,614 466 652,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,2,1
2019-01-10,Birdsville Operations Pty Ltd,614 465 333,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",Queensland,2,1
2019-09-30,C & C Logistics (AUS) Pty Ltd (In Liquidation),609 962 745,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-12,1
2019-09-30,RDM Projects Pty Ltd,160 552 509,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",Queensland,-12,1
2020-03-27,Early Childhood Education Centre Pty Ltd,143 205 172,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,13,1
2020-03-27,The Forest Childcare Centre Pty Ltd,134 691 384,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,13,1
2020-03-27,A.M. Property Investments Pty Ltd,104 997 355,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,13,1
2020-03-27,Blast Manufacturing & Supply Pty Ltd,625 765 077,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,13,1
2020-03-26,Mutual Construction Group Pty Ltd trading as Nutual Homes,159 356 335,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,13,1
2020-03-26,Samkara Holdings Pty Ltd,609 064 397,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,13,1
2020-03-26,FIT REPUBLIC CLOTHING PTY LTD,163 554 256,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,13,1
2020-03-26,TRISWAT DEVELOPMENTS PTY LTD,604 139 648,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,13,1
2020-03-26,Bowmans Interstate Removals Pty Ltd,609 854 211,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,13,1
2020-03-26,Sinobau Australia Pty Ltd,601 145 028,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,13,1
2020-03-26,Sinobau Australia Pty Ltd,601 145 028,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,13,1
2020-03-24,Trojan Concrete and Construction Services Pty Ltd,617 020 827,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,13,1
2020-03-24,State Corporation Pty Limited,081 412 062,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,13,1
2020-03-24,NPV Australia Pty Ltd formerly known as NPV International Pty Ltd,161 139 948,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,13,1
2020-03-24,C. Steel Admin Services Pty Ltd,168 718 367,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,13,1
2020-03-23,Empire Scaffolding Pty Ltd,163 000 100,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,13,1
2020-03-23,The Dock Bar Pty Ltd trading as The Dock - Redfern,158 283 106,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,13,1
2020-03-20,Via Sanantonio Pty Limited,096 774 935,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,12,1
2020-03-20,Orico Properties Pty Ltd,137 872 416,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,12,1
2020-03-20,Pacific Invoice Financing Pty Ltd,625 881 889,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,12,1
2020-03-19,Heavy Duty Plumbing Pty Ltd,159 325 005,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-19,HILLSEA PTY LTD,000 316 058,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-19,CBD Building Pty Ltd,602 563 646,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-19,MAGIC STEEL PTY LTD,625 166 798,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-18,Container Freight Services Pty Ltd,603 789 448,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-18,Popina Kitchen Pty Ltd trading as Salt Meats Cheese - Circular Quay,613 288 314,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-18,HYLTON CATERING MANAGEMENT PTY. LTD. trading as EAST WEST BUFFET,165 734 056,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,12,1
2020-03-18,SHIMER & SHINE PTY LTD,619 180 022,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,12,1
2020-03-18,Galvin Hire Pty Ltd,155 728 439,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-18,ALL OVER AUSTRALIA TRANSPORT PTY. LTD.,615 795 876,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,12,1
2020-03-18,REGENCY REAL ESTATE PTY. LTD.,154 649 322,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,12,1
2020-03-17,Austhaul Freight Pty Ltd,606 930 018,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-17,EMB Projects Pty Ltd,619 733 274,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-17,Four Fathers Pty Ltd,615 685 071,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-17,Xingyou Pty Ltd,159 574 428,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-17,Mosman Automotive Pty Limited,109 051 550,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-17,ANA Fencing Pty Ltd,602 098 662,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-17,BENAD TRANSPORTING PTY LTD,152 553 449,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,12,1
2020-03-17,IMPERIAL FLOORING PTY LIMITED,126 832 657,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,12,1
2020-03-17,Living Joy Management Pty Ltd,603 163 515,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-17,Aus Rebar Supplies Pty Limited,133 114 119,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-17,Airventure Australia Pty Ltd,613 577 343,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,12,1
2020-03-16,Al's Rendering Pty Ltd trading as Al's Rendering Pty Ltd,139 849 157,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,12,1
2020-03-16,MORE GREEN ENERGY PTY. LTD.,607 340 312,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,12,1
2020-03-13,SRI Industries Pty Ltd,161 471 012,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,11,1
2020-03-13,SYDNEY RENDERING SERVICES A1 PTY LTD,600 183 300,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,11,1
2020-03-13,High Grade Solutions Pty Ltd,147 936 221,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,11,1
2020-12-03,Aby Transport Pty Ltd,601 062 551,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-3,1
2020-12-03,GC Enterprise (QLD) Pty Ltd,606 751 339,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-3,1
2020-12-03,Azzurri Stone (NSW) Pty Ltd,620 233 098,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-3,1
2020-12-03,Grahson Retail Pty Ltd,162 372 607,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-3,1
2020-12-03,MBH Holdings Australasia (No. 4) Pty Ltd,610 723 683,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-3,1
2020-12-03,GELAW PTY LIMITED trading as Gardner Ekes Law,625 963 671,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-3,1
2020-11-03,VAZT PTY LTD ACN 078 370 466,078 370 466,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-7,1
2020-11-03,D Young Interior Pty Ltd,161 614 688,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-7,1
2020-11-03,True Entertainment Pty Ltd,616 303 890,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-7,1
2020-11-03,LS COLLECTIONS AUSTRALIA PTY LTD,143 063 209,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-7,1
2020-11-03,Demead Pty. Ltd.,003 768 296,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-7,1
2020-11-03,Passion Tree Pty Ltd,609 604 248,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-7,1
2020-10-03,Carpentex Hire Pty Ltd,620 643 629,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-12,1
2020-10-03,Q Manhattan's Pty Ltd,134 655 486,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-12,1
2020-10-03,Hemisphere Projects Pty Ltd,167 286 884,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-12,1
2020-10-03,Teneo Legal Pty Ltd,625 279 601,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-12,1
2020-09-03,Artvick Vella Investments Pty Ltd,131 046 243,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-16,1
2020-09-03,SINOBAU AUSTRALIA PTY LTD,601 145 028,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-09-03,Tweed Growers Pty Ltd,154 686 987,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-09-03,Chappell Contracting Pty Ltd,623 371 353,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-09-03,JE HAYDEN PTY LTD,099 080 949,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-09-03,Bibil Pty Limited,619 958 244,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-09-03,Batti Groups Guttering Solution Pty Ltd,627 744 254,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-09-03,Happy Smiles Grafton & Yamba Pty Ltd,146 237 845,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-09-03,Happy Smiles Grafton & Yamba Pty Ltd,146 237 845,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-09-03,Happy Smiles Grafton & Yamba Pty Ltd,146 237 845,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-09-03,Trojan Concrete and Construction Services Pty Ltd,617 020 827,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-09-03,T. S. Plumbing Pty Ltd,072 842 856,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-09-03,K-Mac Alignment Kits Pty. Ltd.,603 408 920,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-09-03,TWA Group Pty Ltd,109 839 741,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-16,1
2020-06-03,Delta Transport Aust Pty Ltd,615 183 125,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-29,1
2020-06-03,TROB CIVIL PTY LTD,615 672 038,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-29,1
2020-06-03,MILLENNIUM PROPERTY GROUP PTY LTD,084 896 211,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-29,1
2020-06-03,Veneziano Coffee (NSW) Pty Ltd,142 668 353,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-29,1
2020-05-03,Tree Shore Expert Pty Ltd,162 275 176,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-34,1
2020-05-03,AUSTHAUL FREIGHT PTY LTD,606 930 018,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-34,1
2020-05-03,MOSMAN AUTOMOTIVE PTY LIMITED,109 051 550,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-34,1
2020-05-03,CHIEFS EXPRESS CONTAINERS PTY LTD,121 923 171,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-34,1
2020-05-03,A N Civil Pty Limited,625 036 768,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-34,1
2020-05-03,CWCN Pty Ltd,605 827 021,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-34,1
2020-05-03,Ransom & Brown Pty Ltd (In Liquidation),611 174 577,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-34,1
2020-05-03,Omnifurn Pty Ltd,617 785 332,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-34,1
2020-05-03,Nod Construction Pty Ltd,601 802 279,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-34,1
2020-05-03,Tui Contractors and Installations Pty Ltd,624 774 607,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-34,1
2020-05-03,HLC Interiors Pty Ltd,618 810 003,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-34,1
2020-05-03,Magic Steel Pty Ltd,625 166 798,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-34,1
2020-05-03,A Twins Spare Parts Pty Ltd,000 752 867,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-34,1
2020-05-03,Techfront Australia Pty Ltd,157 983 303,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-34,1
2020-05-03,EN LABOUR HIRE PTY LTD,609 833 561,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-34,1
2020-05-03,MBH Holdings Australasia (No.4) Pty Ltd,610 723 683,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-34,1
2020-05-03,C&N REALTY PTY LTD,167 293 861,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-34,1
2020-05-03,T.S Formwork Pty Ltd,621 487 170,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-34,1
2020-04-03,Aglive Group Limited,164 497 778,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-38,1
2020-04-03,St George Steel Pty Ltd,623 062 822,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-38,1
2020-04-03,OVEN BAKE GROUP PTY LTD,614 112 060,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,-38,1
2020-04-03,BMLAB Pty Ltd,624 173 842,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-38,1
2020-04-03,Henry Clarke & Sons Pty Ltd,000 036 975,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,-38,1
2020-03-03,BH AUSTRALIA CONSTRUCTIONS PTY LTD,605 815 825,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,10,1
2020-03-03,MSW Group Pty. Ltd. trading as Open Kitchen He Tai Yum Cha,601 537 982,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,10,1
2020-03-03,I-Prosperity Capital Group Pty Ltd,610 840 018,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,10,1
2020-03-03,Xingyou Pty Ltd,159 574 428,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,10,1
2020-03-03,JAA Constrcutions Pty. Ltd.,613 338 328,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,10,1
2020-03-03,Four Fathers Pty Ltd,615 685 071,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,10,1
2020-03-03,LED NOW PTY LTD,152 458 412,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,10,1
2020-03-03,O@H Formwork Group Pty. Ltd.,169 973 586,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,10,1
2020-03-03,ANA Fencing Pty Ltd,602 098 662,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,10,1
2020-03-03,Ellis Investment Holdings Pty Ltd,168 384 325,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,10,1
2020-03-03,CGA (Aust) Pty Ltd.,152 385 058,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,10,1
2020-03-03,AFK International Pty Ltd,116 311 481,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,10,1
2020-03-03,Masters Group Business Pty. Ltd.,611 671 615,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,10,1
2020-03-03,CAMELLIA UNITED RUN PTY LTD,624 703 984,Registered,"NOTICE OF APPLICATION FOR WINDING UP ORDER
Paragraph 465A(1)(c)",New South Wales,10,1
2020-02-03,D & A Property Group Pty Ltd,152 274 578,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,6,1
2020-02-03,My Fashion (Aust) Pty Ltd,119 600 065,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,6,1
2020-02-03,Construction Connect Pty Limited,616 328 280,In Liquidation,"NOTICE OF WINDING UP ORDER AND APPOINTMENT AS LIQUIDATOR/PROVISIONAL LIQUIDATOR
Subsection 465A(2)
Regulation 5.4.01B",New South Wales,6,1
